x1,x2,x3,y
"-94,053","-80,458","-12,353","-23,688"
"-20,354","-20,458","-43,532","-35,628"
"-35,352","-20,458","-43,532","-16,991"
"4,626","-10,046","-14,353","16,038"
"-42,921",5.9542,"10,647","-40,966"
"17,682",5.9542,9.6468,"-46,728"
"-34,893","-50,458","-93,532","-91,324"
"-18,353","-10,458","-23,532","1,657"
"-1,007","-10,458","-23,532","-3,649"
"-53,021",1.9542,3.6468,"-91,938"
"-28,912","-50,458","-93,532","1,713"
"18,588",1.9542,2.6468,-315
"-11,576","95,419",1.6468,"-9,785"
"-56,185",5.9542,9.6468,"8,729"
"76,433","-30,458","-63,532","27,678"
"4,154","-11,046","-15,353","-10,056"
"-10,246","-10,458","-33,532","-30,862"
"22,578","-50,458","-93,532","-39,427"
"-20,934","-30,458","-73,532","-44,871"
"2,045",6.9542,"11,647","-14,481"
"-17,276",2.9542,4.6468,"35,003"
"46,264","-45,805","-35,316","14,116"
"-37,741","-30,458","-73,532","18,086"
"27,243","-40,458","-83,532","-38,723"
"45,302",7.9542,"14,647","31,784"
"28,108",4.9542,8.6468,"-19,346"
"-14,867","-20,458","-43,532","23,293"
"39,624","-45,805","-35,316","-12,878"
"33,161","-20,458","-43,532","42,319"
"-29,718",4.9542,8.6468,"-28,282"
"-48,327","-30,458","-63,532","-43,869"
"18,142","-10,458","-23,532","16,663"
"-1,877","-45,805","-13,532","-13,233"
"37,224",1.9542,2.6468,"-48,442"
"-55,585",1.9542,2.6468,"-31,257"
"-7,231",4.9542,8.6468,"75,848"
"11,372",7.9542,"14,647","-4,265"
"-3,033","-50,458","-93,532","-5,798"
"-2,227",5.9542,"10,647","-32,882"
"6,843","-10,458","-33,532","-31,413"
"41,809",7.9542,"13,647","47,848"
"13,326","95,419","64,684","-78,368"
"14,112",3.9542,7.6468,"-25,788"
"18,345","-50,458","-93,532","-36,714"
"72,716",4.9542,8.6468,"43,603"
"-37,478",2.9542,4.6468,"45,265"
"-15,408",2.9542,4.6468,"-22,285"
"-39,498","-20,458","-53,532","-80,925"
"-32,124",5.9542,9.6468,"17,541"
"-47,933","-45,805","-35,316","3,069"
"19,772","-20,458","-43,532","17,979"
"-31,778","-10,458","-33,532","-14,575"
"-41,327","95,419","64,684","50,147"
"-18,268",4.9542,8.6468,"-40,449"
"-36,962","-20,458","-43,532","-4,873"
"-4,659",1.9542,3.6468,"15,582"
"-42,983","-80,458","-12,353","-13,746"
"13,101","-40,458","-83,532","31,591"
"28,913",5.9542,9.6468,"-19,034"
"-37,805",1.9542,3.6468,"18,524"
"49,061",7.9542,"13,647","58,132"
"1,555",1.9542,2.6468,"17,052"
"28,204",4.9542,8.6468,"-23,688"
"39,178","-80,458","-12,353","41,312"
"19,146",4.9542,8.6468,"-47,881"
"-14,051",2.9542,5.6468,"26,463"
"22,166","-30,458","-73,532","47,595"
"-25,836","-80,458","-12,353","-37,554"
"13,328","-10,458","-23,532","3,158"
"19,531","-20,458","-43,532","-38,374"
"20,476","-60,458","-10,353","-49,658"
"-31,362","-45,805","-13,532","-21,164"
"46,092","-60,458","-10,353","-20,553"
"-23,953","-30,458","-73,532","-90,073"
"36,176","-40,458","-83,532","7,507"
"17,601",2.9542,5.6468,"38,425"
"-11,516",3.9542,7.6468,"-17,088"
"11,036",2.9542,5.6468,"-27,939"
"30,804","-60,458","-10,353","16,227"
"-25,556",2.9542,4.6468,"3,728"
"36,049",5.9542,9.6468,"-13,578"
"34,583","-45,805","-35,316","-34,574"
"-29,642",1.9542,2.6468,"-38,678"
"-30,499",3.9542,7.6468,"-21,162"
"-26,298",1.9542,2.6468,"-2,619"
"-25,803","-50,458","-93,532","-27,133"
"-88,256","-50,458","-93,532","32,139"
"26,333","-20,458","-43,532","-63,741"
"-28,987",1.9542,3.6468,"-35,595"
"10,894","95,419",1.6468,"-25,162"
"-4,609",1.9542,2.6468,"10,899"
"-26,221","-20,458","-43,532","-35,547"
"15,297",6.9542,"12,647","19,515"
"40,544","-45,805","-13,532","4,113"
"-20,859",5.9542,"10,647","-26,879"
"-3,811","-80,458","-12,353","23,483"
"26,089","95,419",1.6468,"-47,782"
"39,226","-70,458","-11,353","-48,189"
"38,583","-70,458","-11,353","-34,904"
"-40,408","-50,458","-93,532","4,539"
"-28,455",4.9542,8.6468,"-23,133"
"-97,125","-45,805","-35,316","3,439"
"33,566","-20,458","-43,532","-37,691"
"49,576","95,419","64,684","21,572"
"28,376","-90,458","-13,353","-41,377"
"-23,908",7.9542,"14,647","-48,948"
"24,574","-10,458","-23,532","40,616"
"35,349","-30,458","-63,532","-31,982"
"42,997",3.9542,7.6468,"-49,746"
"26,496","-10,458","-33,532","-88,083"
"-14,493",7.9542,"14,647","-97,287"
"-10,408",6.9542,"12,647","17,326"
"46,087","-90,458","-13,353","-70,864"
"13,635",3.9542,6.6468,"1,607"
"40,754",1.9542,3.6468,"-26,725"
"46,245","-11,046","-15,353","40,012"
"-84,657",6.9542,"11,647","21,689"
"-44,623","-20,458","-53,532","3,161"
"-68,077",3.9542,6.6468,"47,555"
"-41,615",2.9542,5.6468,"-37,672"
"-28,471",7.9542,"13,647","-64,181"
"32,914",1.9542,3.6468,"-15,572"
"-27,791","-30,458","-73,532","-14,136"
"-11,983","-11,046","-15,353","-50,546"
"-47,629","95,419",1.6468,"-26,024"
"38,414",1.9542,2.6468,"-22,557"
"-44,919","-90,458","-13,353","82,961"
"-39,207","-70,458","-11,353","4,835"
"19,818",4.9542,8.6468,"-26,633"
"-48,564",1.9542,2.6468,"21,323"
"18,834","-10,458","-23,532","47,966"
"-14,436","-90,458","-13,353","23,172"
"30,964",4.9542,8.6468,"12,795"
"98,325",1.9542,3.6468,"6,253"
"17,438",2.9542,4.6468,"36,079"
"-26,415",4.9542,8.6468,"18,094"
"-44,695","-60,458","-10,353","-56,228"
"-25,135",3.9542,6.6468,"26,724"
"20,842",7.9542,"14,647","-83,208"
"40,803","-10,458","-33,532","-19,865"
"18,886",6.9542,"12,647","-19,854"
"-21,759",5.9542,9.6468,"38,491"
"29,245","-45,805","-13,532","-74,564"
"-1,667",3.9542,6.6468,"39,383"
"-3,194","-60,458","-10,353","-38,337"
"-24,356","-60,458","-10,353","-86,354"
"-30,935",7.9542,"13,647","-40,298"
"37,159",3.9542,7.6468,"-18,302"
"-9,924","-50,458","-93,532","40,078"
"26,045","-20,458","-43,532","49,149"
"3,087","-45,805","-35,316","-46,133"
"31,121","-20,458","-53,532","-22,517"
"-12,486","-10,046","-14,353","34,918"
"15,777",7.9542,"14,647","47,683"
"1,205",6.9542,"11,647","-37,494"
"28,942",1.9542,3.6468,"-13,175"
"39,334","-20,458","-43,532","44,694"
"11,135","-10,458","-33,532","43,588"
"30,867",5.9542,9.6468,"-34,777"
"12,444","-30,458","-73,532","-12,313"
"-42,673",4.9542,8.6468,"22,921"
"-34,434","-20,458","-43,532","22,958"
"19,793","-30,458","-63,532","-34,063"
"40,717","-45,805","-13,532","-39,208"
"11,145",7.9542,"14,647","43,173"
"-12,995","-10,046","-14,353","-1,961"
"10,792",5.9542,"10,647","-4,688"
"88,732","-45,805","-35,316","-80,772"
"-30,958",7.9542,"14,647","-15,884"
"-14,684",1.9542,2.6468,"17,094"
"21,181","-60,458","-10,353","45,004"
"-44,078","95,419",1.6468,"14,367"
"-11,736","95,419","64,684","-35,604"
"-26,094","-40,458","-83,532","-48,137"
"-34,517",4.9542,8.6468,"-14,393"
"42,152","-40,458","-83,532","-30,583"
"-36,169",7.9542,"13,647","32,059"
"-49,043",4.9542,8.6468,"-4,379"
"-13,519",6.9542,"12,647","-24,958"
"-27,694",1.9542,2.6468,"-32,108"
"39,229",2.9542,5.6468,"-10,756"
"-28,643","-11,046","-15,353","1,613"
"-36,644","-11,046","-15,353","43,277"
"-28,574","-11,046","-15,353","-11,397"
"47,478","-45,805","-13,532","26,411"
"32,399",2.9542,4.6468,"39,626"
"27,124",1.9542,2.6468,"10,135"
"-22,574","-80,458","-12,353","95,694"
"89,876",6.9542,"11,647","-96,194"
"-12,185",2.9542,5.6468,"48,712"
"18,439","-90,458","-13,353","-24,814"
"-43,959","95,419",1.6468,"-3,535"
"-32,722",6.9542,"12,647","32,704"
"30,369",4.9542,8.6468,"-45,756"
"-31,406","-20,458","-43,532","33,201"
"22,317",7.9542,"13,647","59,863"
"-47,469","-90,458","-13,353","37,539"
"-28,622",2.9542,5.6468,"-23,085"
"-15,312",2.9542,5.6468,"39,705"
"2,566","-80,458","-12,353","69,072"
"-91,791","-80,458","-12,353","-42,417"
"-14,423","-10,458","-23,532","10,901"
"-74,909",7.9542,"13,647","-15,726"
"-49,495",7.9542,"13,647","-18,348"
"29,886","95,419","64,684","35,668"
"28,747","-10,458","-33,532","-46,653"
"-97,076","-50,458","-93,532","-1,011"
"24,325",4.9542,8.6468,"18,555"
"91,319","-60,458","-10,353","-31,772"
"17,947","-11,046","-15,353","35,206"
"-24,297",2.9542,4.6468,"-10,212"
"40,395",6.9542,"12,647","29,231"
"20,393",4.9542,8.6468,"2,802"
"16,741","-20,458","-43,532","60,211"
"42,033",4.9542,8.6468,"1,644"
"43,067","-70,458","-11,353","29,395"
"-37,989","-45,805","-35,316","-46,214"
"-3,806","-11,046","-15,353","30,926"
"26,615",1.9542,2.6468,"29,069"
"1,585","-30,458","-63,532","-34,848"
"-88,585","-20,458","-53,532","19,185"
"58,502",4.9542,8.6468,"40,516"
"39,177",5.9542,9.6468,"32,436"
"-30,047","-40,458","-83,532","-2,621"
"23,396","95,419",1.6468,"2,905"
"-43,611","-30,458","-63,532","-13,661"
"-23,509","-20,458","-53,532","-22,073"
"22,093","-10,458","-33,532",295
"42,025","-11,046","-15,353","-74,813"
"-36,689","-70,458","-11,353","-10,202"
"39,401",5.9542,"10,647","-21,733"
"44,019","-60,458","-10,353","42,348"
"-46,575","-40,458","-83,532","32,593"
"-35,616",5.9542,9.6468,"11,725"
"-48,635","-10,458","-23,532","15,443"
"-1,487","-30,458","-73,532","21,449"
"39,706",3.9542,7.6468,"13,483"
"-15,022","95,419","64,684","41,101"
"72,447",4.9542,8.6468,"93,826"
"-20,319",2.9542,4.6468,"-18,566"
"11,507",3.9542,6.6468,"-70,723"
"-12,665","-20,458","-53,532","-6,444"
"-18,736","95,419","64,684","-30,715"
"45,797","-30,458","-73,532","24,203"
"-15,476",4.9542,8.6468,"12,358"
"47,532","-70,458","-11,353","-22,417"
"-44,997",2.9542,4.6468,"-85,167"
"-48,154","95,419","64,684","38,191"
"44,506",3.9542,7.6468,"20,575"
"-34,462","95,419",1.6468,"44,841"
"-84,944","-11,046","-15,353","-47,563"
"-41,699","-45,805","-13,532","36,181"
"-12,446",7.9542,"14,647","-15,519"
"-74,272","-80,458","-12,353","-16,099"
"-31,111","-30,458","-73,532",-254
"-18,321","-20,458","-53,532","4,962"
"-54,223",1.9542,2.6468,"33,642"
"38,993","-11,046","-15,353","25,998"
"37,034",3.9542,6.6468,"-33,203"
"40,361",7.9542,"14,647","-2,716"
"-22,064",2.9542,5.6468,"38,929"
"-49,764","-30,458","-73,532","-38,222"
"-13,375","-30,458","-73,532","-38,192"
"38,922",3.9542,7.6468,"-20,156"
"2,521",3.9542,7.6468,"41,536"
"47,559",3.9542,7.6468,"11,531"
"-28,116","-45,805","-13,532","24,163"
"11,289",3.9542,6.6468,"-10,454"
"-11,721","-20,458","-43,532","11,219"
"-27,603","-90,458","-13,353","-59,982"
"-33,105","-10,046","-14,353","-11,673"
"-46,205","-20,458","-43,532","25,062"
"-19,274","-40,458","-83,532","77,242"
"-43,254","-80,458","-12,353","-3,676"
"-33,087",7.9542,"14,647","10,714"
"37,108","-30,458","-73,532","28,747"
"38,303","-10,046","-14,353","30,782"
"78,216",5.9542,"10,647","-28,311"
"-35,287",3.9542,7.6468,"-27,094"
"4,123","-20,458","-53,532","-22,567"
"-49,508",4.9542,8.6468,"10,239"
"-31,095","-20,458","-53,532","16,438"
"-40,432",3.9542,6.6468,"89,146"
"24,223","-70,458","-11,353","31,485"
"47,991",2.9542,5.6468,"67,694"
"-31,977","-10,458","-33,532","41,956"
"47,054",4.9542,8.6468,"-30,403"
"-65,799","-60,458","-10,353","31,372"
"-49,448","95,419","64,684","-10,682"
"-38,399","-90,458","-13,353","70,841"
"-42,452",6.9542,"11,647","-4,895"
"-32,961","95,419",1.6468,"66,058"
"12,618",5.9542,9.6468,"-73,346"
"-37,314",1.9542,2.6468,"-34,792"
"23,236",1.9542,2.6468,"-17,462"
"-44,833","-20,458","-53,532","29,463"
"-25,948","-20,458","-43,532","-47,272"
"45,137",4.9542,8.6468,"-15,158"
"-23,488","-30,458","-63,532","10,682"
"17,382","-50,458","-93,532","37,377"
"-14,203",3.9542,7.6468,"49,904"
"22,953","-90,458","-13,353","10,477"
"-11,044","-45,805","-35,316","-83,326"
"-47,937",4.9542,8.6468,"41,262"
"26,448","-20,458","-43,532","-45,894"
"27,108","-20,458","-53,532","43,749"
"-47,857","-80,458","-12,353","-33,901"
"45,398",6.9542,"11,647","42,379"
"-43,181","-10,046","-14,353","29,526"
"37,423","-20,458","-43,532","-53,286"
"41,333","-90,458","-13,353","43,683"
"20,593","-30,458","-63,532","-80,186"
"11,793","-20,458","-53,532","4,785"
"-17,511","-45,805","-35,316",332
"-39,772",7.9542,"14,647","-40,514"
"-48,246","-11,046","-15,353","-10,539"
"-25,904","-90,458","-13,353","-26,254"
"-14,937","95,419",1.6468,"37,245"
"-40,463","-20,458","-43,532","-15,254"
"-12,173","-90,458","-13,353","-13,099"
"37,717",1.9542,3.6468,"-36,283"
"41,732","-40,458","-83,532","-43,515"
"-47,195",5.9542,"10,647","-64,389"
"4,365",6.9542,"11,647","35,893"
"4,538",3.9542,7.6468,"-3,061"
"28,985","-11,046","-15,353","-39,486"
"15,142",6.9542,"11,647","-45,208"
"14,946","-20,458","-53,532","47,281"
"1,942","-30,458","-73,532","84,322"
"-30,191",7.9542,"13,647","3,548"
"-22,186","-45,805","-35,316","82,215"
"-45,018","-45,805","-13,532","-46,374"
"-23,545","-10,046","-14,353","40,594"
"-45,827",1.9542,3.6468,"-35,937"
"-63,432","-60,458","-10,353","-25,517"
"47,685","-90,458","-13,353","32,762"
"-95,314",4.9542,8.6468,"-32,168"
"-84,602",5.9542,"10,647","32,169"
"-12,299","-80,458","-12,353","-14,577"
"-37,128",3.9542,6.6468,"10,343"
"-42,336","-20,458","-43,532","-34,633"
"10,965","-10,458","-33,532","4,703"
"44,348",1.9542,3.6468,"-27,313"
"22,458","-30,458","-63,532","20,696"
"-17,749","-45,805","-35,316","19,968"
"23,518","-30,458","-73,532","37,858"
"33,731",3.9542,7.6468,"27,987"
"19,274",4.9542,8.6468,"-18,755"
"67,833","-45,805","-13,532","-3,907"
"-44,606",7.9542,"13,647","-64,789"
"-34,945",5.9542,9.6468,"32,005"
"17,213","-70,458","-11,353","22,099"
"21,467","-60,458","-10,353","17,212"
"-35,762",3.9542,6.6468,"23,919"
"-34,646",3.9542,6.6468,"-8,938"
"-22,952",1.9542,2.6468,"-47,038"
"49,161","-70,458","-11,353","-2,679"
"-1,783","-20,458","-53,532","-13,068"
"23,529","-20,458","-53,532","24,618"
"21,506",4.9542,8.6468,"-36,117"
"-34,493","-45,805","-35,316","-15,964"
"11,414","-11,046","-15,353","-21,372"
"41,418",4.9542,8.6468,"30,971"
"-18,231","-70,458","-11,353","-42,348"
"-39,782",6.9542,"11,647","49,604"
"12,762","-10,458","-33,532","24,859"
"-18,148","-45,805","-13,532","-40,077"
"45,641","-45,805","-13,532","3,542"
"-49,615","-50,458","-93,532","-44,834"
"-20,832",2.9542,4.6468,"42,237"
"-32,755","95,419","64,684","28,885"
"23,298","-45,805","-13,532","-56,131"
"-12,285","-80,458","-12,353","-51,998"
"-59,366","-45,805","-35,316","-38,834"
"41,678",1.9542,2.6468,"46,584"
"-29,285","-30,458","-63,532","-31,932"
"33,692","-30,458","-73,532","51,093"
"73,946",4.9542,8.6468,"-12,151"
"-31,049",2.9542,4.6468,"98,412"
"31,125","-60,458","-10,353","-26,112"
"28,657",2.9542,5.6468,"-16,394"
"-25,384",2.9542,4.6468,"-53,228"
"-19,199",7.9542,"14,647","50,613"
"-76,494",4.9542,8.6468,"-12,605"
"3,965","-40,458","-83,532","-37,532"
"13,044",5.9542,9.6468,"-11,056"
"12,338","-70,458","-11,353","35,244"
"34,412","-60,458","-10,353","46,715"
"37,308",4.9542,8.6468,"70,838"
"-91,716",4.9542,8.6468,"-10,927"
"11,376","-20,458","-43,532","-28,515"
"49,209",1.9542,3.6468,"15,398"
"38,109",3.9542,6.6468,"-39,725"
"-36,308",4.9542,8.6468,"62,251"
"20,189","-20,458","-43,532","-81,935"
"20,591","-45,805","-35,316","-15,259"
"-31,523","-45,805","-13,532","10,293"
"-19,893","-30,458","-63,532","-33,072"
"-36,342","-90,458","-13,353","30,883"
"16,526","-10,458","-33,532","-23,721"
"11,485","-10,046","-14,353","16,193"
"-10,193","-40,458","-83,532","49,269"
"14,742","-30,458","-63,532","12,894"
"82,426",3.9542,6.6468,"33,671"
"-46,477","-30,458","-73,532","-3,568"
"-44,136",1.9542,3.6468,"-13,815"
"3,022",5.9542,"10,647","12,213"
"36,273","-45,805","-13,532","-27,451"
"-21,622","-30,458","-63,532","-10,767"
"-21,547",1.9542,2.6468,"39,743"
"-3,672","-45,805","-35,316","-30,108"
"2,821","-10,458","-23,532","35,194"
"47,278",1.9542,2.6468,"-3,626"
"-38,712","-80,458","-12,353","-11,631"
"22,379","-11,046","-15,353","1,997"
"-45,869","-10,046","-14,353","14,299"
"84,168",3.9542,6.6468,"18,103"
"33,762","-60,458","-10,353","-31,577"
"13,914",6.9542,"11,647","-28,329"
"72,693","-40,458","-83,532","-15,565"
"16,519",2.9542,4.6468,"-11,101"
"-45,029","-20,458","-53,532","99,182"
"-29,991",7.9542,"13,647","39,457"
"-38,482",1.9542,2.6468,"-23,046"
"-23,079",2.9542,5.6468,"39,631"
"-40,443",5.9542,9.6468,"-17,609"
"-12,157",7.9542,"14,647",-287
"3,452",2.9542,5.6468,"10,373"
"91,279",2.9542,5.6468,"46,052"
"-57,677","-20,458","-43,532","-40,293"
"-28,784","-10,458","-23,532","-35,952"
"20,844","-45,805","-13,532","35,187"
"-68,721",6.9542,"11,647","-23,091"
"4,394",7.9542,"13,647","-35,311"
"12,114","-11,046","-15,353","-48,972"
"-34,649",3.9542,6.6468,"25,585"
"4,715","-50,458","-93,532","37,443"
"-1,687","-10,046","-14,353","24,085"
"-18,142","95,419","64,684","-31,247"
"-42,033","-30,458","-73,532","-21,998"
"38,483","-70,458","-11,353","-56,127"
"-19,372","95,419","64,684","-46,509"
"23,493",6.9542,"11,647","17,541"
"46,481","-50,458","-93,532","-68,875"
"12,591",5.9542,"10,647","-34,342"
"40,855","-10,458","-23,532","-14,239"
"-26,804","-10,458","-33,532","-47,627"
"51,466",2.9542,4.6468,"32,122"
"-70,285",3.9542,7.6468,"18,385"
"17,484","-90,458","-13,353","-45,409"
"13,929","-11,046","-15,353","28,491"
"94,791","-30,458","-63,532","37,713"
"-61,874",6.9542,"12,647","2,623"
"34,241","-60,458","-10,353","40,868"
"29,453","-10,046","-14,353","22,731"
"-87,065","-10,458","-23,532","1,916"
"-34,042","-11,046","-15,353","-33,821"
"14,549","-10,458","-23,532","42,553"
"-21,595",3.9542,7.6468,"38,709"
"-20,966",4.9542,8.6468,"16,589"
"-75,737","-30,458","-73,532","-27,694"
"22,381",6.9542,"11,647","40,882"
"-21,782","-50,458","-93,532","-47,684"
"49,444",5.9542,9.6468,"2,063"
"14,346","-45,805","-13,532","-29,227"
"29,562",7.9542,"13,647","30,587"
"-4,292","-30,458","-63,532","-16,013"
"-11,481",6.9542,"11,647","-10,407"
"-23,965",5.9542,"10,647","35,005"
"-26,002",3.9542,7.6468,"-3,344"
"17,319","-20,458","-43,532","-28,451"
"48,466",7.9542,"14,647","-32,226"
"19,345","-60,458","-10,353","39,231"
"22,147",5.9542,"10,647","-37,948"
"60,506","-80,458","-12,353","-43,761"
"-33,456",5.9542,9.6468,"12,161"
"24,638",3.9542,7.6468,"37,311"
"-11,117","-10,458","-23,532","-3,539"
"45,136","-10,458","-23,532","-25,248"
"-18,016",4.9542,8.6468,"46,758"
"41,996","-11,046","-15,353",-137
"36,707","-45,805","-35,316","-3,998"
"-18,988",1.9542,3.6468,"-11,549"
"-13,622",7.9542,"14,647","43,098"
"-89,876","-20,458","-43,532","40,766"
"47,445","-90,458","-13,353","25,191"
"25,114",4.9542,8.6468,"11,096"
"46,435",1.9542,2.6468,"56,169"
"2,576","-45,805","-13,532","45,411"
"-49,768",1.9542,3.6468,"22,802"
"-11,786",6.9542,"12,647","-31,869"
"74,658",7.9542,"14,647","-34,143"
"41,282","-11,046","-15,353","99,398"
"29,626","-70,458","-11,353","33,015"
"56,258",3.9542,6.6468,"-29,763"
"16,127","-30,458","-63,532","-24,842"
"27,916","95,419",1.6468,"35,033"
"31,577",4.9542,8.6468,"-4,971"
"3,081","-45,805","-13,532","39,207"
"26,175","-80,458","-12,353","-45,977"
"-35,889","-45,805","-13,532","16,614"
"-34,843",1.9542,2.6468,"-39,393"
"22,126","-30,458","-73,532","45,285"
"-30,198",2.9542,4.6468,"42,719"
"-29,491","-10,046","-14,353","-44,748"
"-38,491",1.9542,2.6468,"17,407"
"-25,733","95,419",1.6468,"-47,268"
"48,699",1.9542,3.6468,"-46,541"
"25,403",1.9542,3.6468,"29,628"
"39,604",4.9542,8.6468,"-14,744"
"76,905","-10,046","-14,353","-36,083"
"-21,365","95,419",1.6468,"-21,281"
"7,783","-10,046","-14,353","7,053"
"-10,402","-45,805","-13,532","-28,484"
"-20,966",4.9542,8.6468,"4,614"
"52,224",5.9542,"10,647","-11,352"
"-45,484","-70,458","-11,353","12,028"
"30,585",3.9542,7.6468,"-16,064"
"28,496","-10,458","-23,532","26,269"
"6,807","-11,046","-15,353","-47,521"
"-24,852",4.9542,8.6468,"99,096"
"48,848",1.9542,3.6468,"-31,133"
"-35,707",4.9542,8.6468,"4,554"
"-15,168",1.9542,3.6468,"-2,142"
"-18,366","-30,458","-63,532","-75,543"
"-2,231",7.9542,"14,647","24,453"
"-17,871","-40,458","-83,532","15,318"
"-15,114","-20,458","-53,532","14,813"
"43,796","95,419","64,684","38,308"
"-48,223",3.9542,7.6468,"-1,718"
"35,607",5.9542,9.6468,"-19,109"
"-31,883","-20,458","-43,532","26,829"
"-15,923","-45,805","-13,532","42,471"
"-31,935","-45,805","-35,316","-24,701"
"-47,528",4.9542,8.6468,"35,982"
"9,065","-70,458","-11,353","-13,937"
"27,111",5.9542,"10,647","-11,561"
"14,101",6.9542,"12,647","2,423"
"29,064","-50,458","-93,532","21,183"
"-98,039","95,419",1.6468,"-43,833"
"3,888",2.9542,5.6468,"70,273"
"-12,116",7.9542,"13,647","37,536"
"-17,748","-40,458","-83,532",-4.23E-01
"-42,735",4.9542,8.6468,"47,392"
"-22,574","-90,458","-13,353","-47,428"
"-36,462","-40,458","-83,532","-42,697"
"18,761",3.9542,6.6468,"28,233"
"45,945",3.9542,7.6468,"-42,936"
"24,504","-45,805","-13,532","23,297"
"71,567",2.9542,4.6468,"33,212"
"-25,644",6.9542,"12,647","-12,472"
"27,365","-11,046","-15,353","3,294"
"12,884",3.9542,7.6468,-147
"-34,406","-20,458","-53,532","40,537"
"-34,848","-20,458","-53,532","90,345"
"-16,741",4.9542,8.6468,"-34,703"
"23,156","-40,458","-83,532","41,883"
"44,716","-80,458","-12,353","44,983"
"-5,736",1.9542,2.6468,"-24,905"
"2,841",5.9542,"10,647","-13,073"
"35,348",6.9542,"12,647","15,792"
"15,535",6.9542,"11,647","17,804"
"17,326",1.9542,2.6468,"28,655"
"-14,186",5.9542,9.6468,"29,353"
"-38,922",5.9542,9.6468,"32,338"
"22,787",7.9542,"13,647","19,272"
"44,937","-60,458","-10,353","97,644"
"-25,382","-10,458","-33,532","-16,752"
"71,056","-30,458","-63,532","-39,424"
"36,898","-20,458","-43,532","58,584"
"25,536","-10,458","-23,532","49,191"
"49,249","-70,458","-11,353","29,312"
"-14,673",2.9542,4.6468,"-19,569"
"1,256",6.9542,"11,647","-33,697"
"-24,268",5.9542,9.6468,"30,793"
"91,421",7.9542,"14,647","36,532"
"-17,114","-45,805","-35,316","30,748"
"42,878",2.9542,4.6468,"36,523"
"-27,194",3.9542,7.6468,"-17,978"
"-1,147","-30,458","-73,532","14,034"
"21,913",4.9542,8.6468,"-35,121"
"-27,065","-10,458","-23,532","-32,455"
"-38,659","-20,458","-43,532","14,335"
